id,topic,type,question,option1,option2,option3,option4,correct_option,correct_option_number,difficulty,response
34409668,Trauma,Factoid,Which sleep characteristic was reported to be greater in young people with borderline personality disorder features compared to healthy individuals?,Sleep latency,Sleep efficiency,Sleep interruptions,Sleep duration,Sleep latency,1,Medium,"ID: 1  
Question: What type of symptoms were commonly reported among adolescents who threatened to carry out a school massacre?  
Difficulty: Medium  

ID: 2  
Question: What treatment method was shown to significantly reduce OCD symptoms after six weeks in the active group of participants?  
Difficulty: Medium  

ID: 3  
Question: Which screening tool was identified as valuable for detecting anxiety and depression in primary care settings?  
Difficulty: Easy  

ID: 4  
Question: How did the amygdala activation in pediatric subjects with obsessive-compulsive disorder compare to that of healthy subjects during the emotional face viewing task?  
Difficulty: Hard  

ID: 5  
Question: What mechanism has been highlighted as important for optimizing treatment outcomes for first-line antidepressants?  
Difficulty: Medium  

ID: 6  
Question: Which group of women showed a statistically significant inverse association between Provitamin A carotenoid intake and depressive symptoms?  
Difficulty: Medium  

ID: 7  
Question: Which sleep characteristic was reported to be greater in young people with borderline personality disorder features compared to healthy individuals?  
Difficulty: Medium  

ID: 8  
Question: Which enzyme's inactivation is associated with glycogen accumulation that contributes to depression-like behaviors in mice?  
Difficulty: Hard  

ID: 9  
Question: In pediatric obsessive-compulsive disorder (OCD), which professional's awareness is emphasized for facilitating early detection and appropriate treatment?  
Difficulty: Easy  

ID: 10  
Question: Which cardiometabolic disease significantly increases the risk of depressive symptoms compared to having no cardiometabolic diseases?  
Difficulty: Medium  "
35140588,Depression,Factoid,Which enzyme's inactivation is associated with glycogen accumulation that contributes to depression-like behaviors in mice?,Glycogen synthase,Brain-type glycogen phosphorylase,Liver glycogen phosphorylase,Muscle glycogen phosphorylase,Brain-type glycogen phosphorylase,2,Hard,"ID: 1  
Question: What type of symptoms were commonly reported among adolescents who threatened to carry out a school massacre?  
Difficulty: Medium  

ID: 2  
Question: What treatment method was shown to significantly reduce OCD symptoms after six weeks in the active group of participants?  
Difficulty: Medium  

ID: 3  
Question: Which screening tool was identified as valuable for detecting anxiety and depression in primary care settings?  
Difficulty: Easy  

ID: 4  
Question: How did the amygdala activation in pediatric subjects with obsessive-compulsive disorder compare to that of healthy subjects during the emotional face viewing task?  
Difficulty: Hard  

ID: 5  
Question: What mechanism has been highlighted as important for optimizing treatment outcomes for first-line antidepressants?  
Difficulty: Medium  

ID: 6  
Question: Which group of women showed a statistically significant inverse association between Provitamin A carotenoid intake and depressive symptoms?  
Difficulty: Medium  

ID: 7  
Question: Which sleep characteristic was reported to be greater in young people with borderline personality disorder features compared to healthy individuals?  
Difficulty: Medium  

ID: 8  
Question: Which enzyme's inactivation is associated with glycogen accumulation that contributes to depression-like behaviors in mice?  
Difficulty: Hard  

ID: 9  
Question: In pediatric obsessive-compulsive disorder (OCD), which professional's awareness is emphasized for facilitating early detection and appropriate treatment?  
Difficulty: Easy  

ID: 10  
Question: Which cardiometabolic disease significantly increases the risk of depressive symptoms compared to having no cardiometabolic diseases?  
Difficulty: Medium  "
23607826,Obsessive/Compulsive Disorders,Factoid,"In pediatric obsessive-compulsive disorder (OCD), which professional's awareness is emphasized for facilitating early detection and appropriate treatment?",Nurses,Teachers,Social Workers,Psychiatrists,Nurses,1,Easy,"ID: 1  
Question: What type of symptoms were commonly reported among adolescents who threatened to carry out a school massacre?  
Difficulty: Medium  

ID: 2  
Question: What treatment method was shown to significantly reduce OCD symptoms after six weeks in the active group of participants?  
Difficulty: Medium  

ID: 3  
Question: Which screening tool was identified as valuable for detecting anxiety and depression in primary care settings?  
Difficulty: Easy  

ID: 4  
Question: How did the amygdala activation in pediatric subjects with obsessive-compulsive disorder compare to that of healthy subjects during the emotional face viewing task?  
Difficulty: Hard  

ID: 5  
Question: What mechanism has been highlighted as important for optimizing treatment outcomes for first-line antidepressants?  
Difficulty: Medium  

ID: 6  
Question: Which group of women showed a statistically significant inverse association between Provitamin A carotenoid intake and depressive symptoms?  
Difficulty: Medium  

ID: 7  
Question: Which sleep characteristic was reported to be greater in young people with borderline personality disorder features compared to healthy individuals?  
Difficulty: Medium  

ID: 8  
Question: Which enzyme's inactivation is associated with glycogen accumulation that contributes to depression-like behaviors in mice?  
Difficulty: Hard  

ID: 9  
Question: In pediatric obsessive-compulsive disorder (OCD), which professional's awareness is emphasized for facilitating early detection and appropriate treatment?  
Difficulty: Easy  

ID: 10  
Question: Which cardiometabolic disease significantly increases the risk of depressive symptoms compared to having no cardiometabolic diseases?  
Difficulty: Medium  "
34999125,Depression,Factoid,Which cardiometabolic disease significantly increases the risk of depressive symptoms compared to having no cardiometabolic diseases?,Gout,Asthma,Stroke,Osteoporosis,Stroke,3,Medium,"ID: 1  
Question: What type of symptoms were commonly reported among adolescents who threatened to carry out a school massacre?  
Difficulty: Medium  

ID: 2  
Question: What treatment method was shown to significantly reduce OCD symptoms after six weeks in the active group of participants?  
Difficulty: Medium  

ID: 3  
Question: Which screening tool was identified as valuable for detecting anxiety and depression in primary care settings?  
Difficulty: Easy  

ID: 4  
Question: How did the amygdala activation in pediatric subjects with obsessive-compulsive disorder compare to that of healthy subjects during the emotional face viewing task?  
Difficulty: Hard  

ID: 5  
Question: What mechanism has been highlighted as important for optimizing treatment outcomes for first-line antidepressants?  
Difficulty: Medium  

ID: 6  
Question: Which group of women showed a statistically significant inverse association between Provitamin A carotenoid intake and depressive symptoms?  
Difficulty: Medium  

ID: 7  
Question: Which sleep characteristic was reported to be greater in young people with borderline personality disorder features compared to healthy individuals?  
Difficulty: Medium  

ID: 8  
Question: Which enzyme's inactivation is associated with glycogen accumulation that contributes to depression-like behaviors in mice?  
Difficulty: Hard  

ID: 9  
Question: In pediatric obsessive-compulsive disorder (OCD), which professional's awareness is emphasized for facilitating early detection and appropriate treatment?  
Difficulty: Easy  

ID: 10  
Question: Which cardiometabolic disease significantly increases the risk of depressive symptoms compared to having no cardiometabolic diseases?  
Difficulty: Medium  "
22585110,Trauma,Preventive,"What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?",Increasing emergency resources,Educating all physicians,Limiting admissions to certified psychiatrists,Enhancing patient therapy options,Limiting admissions to certified psychiatrists,3,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
32571543,Depression,Preventive,What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?,Omega-3 supplementation,Metformin,N-acetylcysteine,Vitamin D,Metformin,2,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
35803169,Obsessive/Compulsive Disorders,Preventive,What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?,Cost of treatment,Societal stigma,Lack of knowledgeable therapists,Distance to healthcare facilities,Lack of knowledgeable therapists,3,Easy,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
34166869,Anxiety,Preventive,What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?,Cognitive Behavioral Therapy,Physical Exercise,Aromatherapy,Mindfulness Meditation,Mindfulness Meditation,4,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
35588989,Anxiety,Preventive,What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?,Increased physical exercise,Promoting a balanced diet,Minimizing antibiotic use in certain life stages,Enhanced social interactions,Minimizing antibiotic use in certain life stages,3,Hard,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
27792961,Obsessive/Compulsive Disorders,Preventive,Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?,Exposure therapy,Group therapy,Cognitive-coping therapy,Behavioral therapy,Cognitive-coping therapy,3,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
35473735,Depression,Preventive,What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?,Cognitive behavioral therapy,Esketamine administration,Talk therapy,Exercise programs,Esketamine administration,2,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
18055232,Obsessive/Compulsive Disorders,Preventive,Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?,Severity of tics,Age of onset,Gender,Checklists used,Severity of tics,1,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
25527882,Obsessive/Compulsive Disorders,Preventive,"What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?",Transcranial magnetic stimulation,Deep brain stimulation,Electroconvulsive therapy,Cognitive behavioral therapy,Deep brain stimulation,2,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
34930090,Anxiety,Preventive,"What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?",Increased dosage,Immediate cessation,Single medication therapy,Gradual dosage reduction,Gradual dosage reduction,4,Medium,"ID: 1  
Question: What approach could potentially reduce the rate of compulsory admissions in psychiatric settings, based on psychiatrist qualifications?  
Difficulty: Medium  

ID: 2  
Question: What intervention has shown efficacy in reducing the prevalence of metabolic syndrome among young patients receiving second-generation antipsychotics?  
Difficulty: Medium  

ID: 3  
Question: What was identified as a significant challenge for Hispanic adults seeking treatment for trichotillomania and skin picking disorder?  
Difficulty: Easy  

ID: 4  
Question: What intervention might improve sleep quality by reducing anxiety and stress in adults and elderly individuals?  
Difficulty: Medium  

ID: 5  
Question: What strategies could be employed to mitigate the cognitive and emotional effects of gut microbiota depletion induced by antibiotic exposure during critical life stages?  
Difficulty: Hard  

ID: 6  
Question: Which therapy is identified as an efficacious treatment integrating cognitive and stress-coping theories for OCD?  
Difficulty: Medium  

ID: 7  
Question: What intervention is being studied for the alleviation of depressive symptoms in patients undergoing major surgery?  
Difficulty: Medium  

ID: 8  
Question: Which factor is associated with a shorter diagnosis lag for children with Tourette syndrome when OCD is present?  
Difficulty: Medium  

ID: 9  
Question: What treatment is shown to be effective for patients with severe, treatment-resistant obsessive-compulsive disorder?  
Difficulty: Medium  

ID: 10  
Question: What strategies may help limit the risks associated with the withdrawal of pregabalin, particularly concerning anxiety?  
Difficulty: Medium  "
35236354,Anxiety,Preventive,What type of support is suggested to help mitigate the effects of job stressors on anxiety and depression among healthcare workers?,Regular team-building exercises,More vacation time,Greater organizational support,Increased salary,Greater organizational support,3,Medium,"ID: 1  
Question: What type of support is suggested to help mitigate the effects of job stressors on anxiety and depression among healthcare workers?  
Difficulty: Medium  

ID: 2  
Question: What therapy combination is being examined for its effectiveness in reducing anxiety symptoms in patients receiving EMDR?  
Difficulty: Medium  

ID: 3  
Question: What type of therapy was regarded as most acceptable among individuals with clinically significant hoarding behaviors?  
Difficulty: Medium  

ID: 4  
Question: What essential support do nurses need to effectively engage in suicide prevention work within primary health care?  
Difficulty: Medium  

ID: 5  
Question: What cognitive process has been identified as a mechanism to target in treatments for perfectionism-related disorders?  
Difficulty: Medium  

ID: 6  
Question: What treatment method may enhance access to care for individuals with hoarding disorder while reducing clinician burden?  
Difficulty: Medium  

ID: 7  
Question: What type of support is suggested to be essential for inflammatory bowel disease patients during the COVID-19 pandemic to help mitigate psychological stress?  
Difficulty: Medium  

ID: 8  
Question: What therapeutic approach was specifically developed to address fear of blushing in patients with social anxiety disorders?  
Difficulty: Medium  

ID: 9  
Question: Which treatment has been shown to benefit treatment-refractory obsessive-compulsive disorder (OCD) patients by resynchronizing circadian rhythms?  
Difficulty: Hard  

ID: 10  
Question: Which approach is suggested for assisting migrant women from the Indian subcontinent facing domestic violence and resulting psychopathology?  
Difficulty: Hard  "
35133887,Anxiety,Preventive,What therapy combination is being examined for its effectiveness in reducing anxiety symptoms in patients receiving EMDR?,EMDR combined with cognitive behavioral therapy,Only cognitive behavioral therapy,Pharmacotherapy,Group therapy,EMDR combined with cognitive behavioral therapy,1,Medium,"ID: 1  
Question: What type of support is suggested to help mitigate the effects of job stressors on anxiety and depression among healthcare workers?  
Difficulty: Medium  

ID: 2  
Question: What therapy combination is being examined for its effectiveness in reducing anxiety symptoms in patients receiving EMDR?  
Difficulty: Medium  

ID: 3  
Question: What type of therapy was regarded as most acceptable among individuals with clinically significant hoarding behaviors?  
Difficulty: Medium  

ID: 4  
Question: What essential support do nurses need to effectively engage in suicide prevention work within primary health care?  
Difficulty: Medium  

ID: 5  
Question: What cognitive process has been identified as a mechanism to target in treatments for perfectionism-related disorders?  
Difficulty: Medium  

ID: 6  
Question: What treatment method may enhance access to care for individuals with hoarding disorder while reducing clinician burden?  
Difficulty: Medium  

ID: 7  
Question: What type of support is suggested to be essential for inflammatory bowel disease patients during the COVID-19 pandemic to help mitigate psychological stress?  
Difficulty: Medium  

ID: 8  
Question: What therapeutic approach was specifically developed to address fear of blushing in patients with social anxiety disorders?  
Difficulty: Medium  

ID: 9  
Question: Which treatment has been shown to benefit treatment-refractory obsessive-compulsive disorder (OCD) patients by resynchronizing circadian rhythms?  
Difficulty: Hard  

ID: 10  
Question: Which approach is suggested for assisting migrant women from the Indian subcontinent facing domestic violence and resulting psychopathology?  
Difficulty: Hard  "
28163996,Obsessive/Compulsive Disorders,Preventive,What type of therapy was regarded as most acceptable among individuals with clinically significant hoarding behaviors?,Individual cognitive behavioral therapy,Family therapy,Medication therapy,Group therapy,Individual cognitive behavioral therapy,1,Medium,"ID: 1  
Question: What type of support is suggested to help mitigate the effects of job stressors on anxiety and depression among healthcare workers?  
Difficulty: Medium  

ID: 2  
Question: What therapy combination is being examined for its effectiveness in reducing anxiety symptoms in patients receiving EMDR?  
Difficulty: Medium  

ID: 3  
Question: What type of therapy was regarded as most acceptable among individuals with clinically significant hoarding behaviors?  
Difficulty: Medium  

ID: 4  
Question: What essential support do nurses need to effectively engage in suicide prevention work within primary health care?  
Difficulty: Medium  

ID: 5  
Question: What cognitive process has been identified as a mechanism to target in treatments for perfectionism-related disorders?  
Difficulty: Medium  

ID: 6  
Question: What treatment method may enhance access to care for individuals with hoarding disorder while reducing clinician burden?  
Difficulty: Medium  

ID: 7  
Question: What type of support is suggested to be essential for inflammatory bowel disease patients during the COVID-19 pandemic to help mitigate psychological stress?  
Difficulty: Medium  

ID: 8  
Question: What therapeutic approach was specifically developed to address fear of blushing in patients with social anxiety disorders?  
Difficulty: Medium  

ID: 9  
Question: Which treatment has been shown to benefit treatment-refractory obsessive-compulsive disorder (OCD) patients by resynchronizing circadian rhythms?  
Difficulty: Hard  

ID: 10  
Question: Which approach is suggested for assisting migrant women from the Indian subcontinent facing domestic violence and resulting psychopathology?  
Difficulty: Hard  "
35793075,Trauma,Preventive,What essential support do nurses need to effectively engage in suicide prevention work within primary health care?,More staffing,Less patient interaction,Educational training,Higher salaries,Educational training,3,Medium,"ID: 1  
Question: What type of support is suggested to help mitigate the effects of job stressors on anxiety and depression among healthcare workers?  
Difficulty: Medium  

ID: 2  
Question: What therapy combination is being examined for its effectiveness in reducing anxiety symptoms in patients receiving EMDR?  
Difficulty: Medium  

ID: 3  
Question: What type of therapy was regarded as most acceptable among individuals with clinically significant hoarding behaviors?  
Difficulty: Medium  

ID: 4  
Question: What essential support do nurses need to effectively engage in suicide prevention work within primary health care?  
Difficulty: Medium  

ID: 5  
Question: What cognitive process has been identified as a mechanism to target in treatments for perfectionism-related disorders?  
Difficulty: Medium  

ID: 6  
Question: What treatment method may enhance access to care for individuals with hoarding disorder while reducing clinician burden?  
Difficulty: Medium  

ID: 7  
Question: What type of support is suggested to be essential for inflammatory bowel disease patients during the COVID-19 pandemic to help mitigate psychological stress?  
Difficulty: Medium  

ID: 8  
Question: What therapeutic approach was specifically developed to address fear of blushing in patients with social anxiety disorders?  
Difficulty: Medium  

ID: 9  
Question: Which treatment has been shown to benefit treatment-refractory obsessive-compulsive disorder (OCD) patients by resynchronizing circadian rhythms?  
Difficulty: Hard  

ID: 10  
Question: Which approach is suggested for assisting migrant women from the Indian subcontinent facing domestic violence and resulting psychopathology?  
Difficulty: Hard  "
