id,question,option1,option2,option3,option4,correct_option_number
958cd7de-be16-4c0f-ade7-5c86c6ba1dba,25 years old gentleman has repeated thoughts that he has not locked his car door properly and frequently checks it while driving. He also repeatedly checks locks in his house. Diagnosis is,OCD,OPCD,Phobia,Somatoform disorder,1
26585691-72cb-4909-ba67-d8208d35b43f,Best test for diagnosis of organic mental disorder:,Sentence completion test,Bender-Gestalt test,Rorschach test,Thematic appreciation test,2
d561b2e9-f280-4b2f-9f09-3ea989193a6b,Patients with generalized anxiety disorder have?,Delusion,Night mares,Obsession,Worries,4
d1255d30-503c-463b-8fe1-27558410cadc,"Which of the following drug effects closely mimics ""Schizophrenia"".",Barbiturates,Cocaine,Phencyclidine,Levodopa,3
b6ebf1ab-9bba-4c56-98e6-aca8e8fe8dcb,The Psychological disorder most commonly associated with myxedema,Mania,Depression,Phobia,Paronia,2
c987568b-c7a4-4adc-8146-46cc31e7fbe9,Many patients of Antisocial personality disorder have:,Drug Abuse,Paranoid schizophrenia,Obsessive Compulsive Disorder,Somatisation disorder,4
8b38c187-fcbf-44af-bd52-f2e98dba8a14,Korsakoff's syndrome true is,Cerebral Coex is mostly affected,Learning is relatively normal,Retrograde memory is not affected,Confabulation may be present,4
30452d2c-2f57-4497-8af8-ce545cafc562,Anorexia nervosa is an eating disorder characterized by all EXCEPT:,Menorrhagia,Salivary gland enlargement,Acrocyanosis,Bradycardia,1
98b4a7e7-6536-4890-94ea-cf538dc84b13,Organic cause for erectile dysfunction is most commonly: March 2009,Psychological,Vascular,Neuronal,Hormonal,2
b04ed4e3-15a4-452d-b6fb-7d0849520507,Reversible cause of dementia is -,Alzheimer's disease,Parkinsonism,Hypothyroidism,Vascular dementia,3
da46c477-6ea5-4ed7-9bcc-031ee426cbe9,Which of the following is a feature of Haloperidol toxicity?,Weight loss,Sweating,Akathisia,Diarrhoea,3
243b1fc0-e7b0-41af-bba3-9cf2377b75a8,A 20 year old Female was brought to OPD by her parents. She had frequent breat-ups and attempted suicide in the past. She also had mood swings. Most like diagnosis,Histrionic personality disorder,Antisocial personality disorder,Borderline personality disorder,Dependant personality disorder,3
422aa9b0-fb93-4a53-8980-ddee6344a8bd,Which of the following is not seen in early onset Alzheimer's Disease:,Aphasia,Apraxia,Acalculia,,4
53704aff-4b80-4e55-935c-bbf2d62405d5,"A 28 year old patient presented with history of suspiciousness, hearing voices not heard by other, aggression, poor sleep and appetite for last 3 months. During investigations, his ECG was done and it showed QTc of 480 ms. Which of the following drugs should be avoided in this patient?",Ziprasidone,Aripiprazole,Clozapine,Risperidone,1
2b595cb2-a2ce-41b7-a49d-65f541ca50f8,Elevated mood for ______ is essential to diagnose as mania.,1 week,2 week,3 week,4 week,1
62a0f0e1-b048-4abc-b3df-ebf1d80208d8,False regarding type A personality -,Hostile,Time pressure,Competitiveness,Mood fluctuations,4
ea666d6a-3e2e-4473-87e2-babe817e411f,The most impoant feature of delirium,Impaired judgement,Anxiety,Hyperactivity,Clouding of consciousness,4
f1185314-c704-4089-b3ed-e941a8c26eb9,"Kallu a 24 year old occasional alcoholic had got a change in behaviour. He has become suspicious that people are trying to conspire against him, though his father states that there is no reason for his fears. He is getting hallucinations of voices commenting on his actions what is most probable diagnosis -",Delirium tremens,Alcohol induced psychosis,Schizophrenia,Delusional disorder,3
75942180-20a8-45af-8b6b-313b2a72f4f9,which of the following is a type of Type A disorder,acheivement oriented,magical thinking,odd and excentric,pessimistic,1
f739cdbc-9acd-47b6-89d5-7e070ba14884,Stimulation of which of the following nerve causes an elevation in the mood -,Olfactory N,Optic N,Trigeminal N,Vagus N,4
21cbef2c-c29a-43d6-ad93-79abe8c87739,The defect of conation is typically seen in -,Simple shcizophrenia,Hebephrenia schizophrenia,Catatonic schizophrenia,Paranoid schizophrenia,3
4359c1b9-7f7c-4598-b098-293ca7a383ca,The best choice of antianxiety agent for a 40-year-old woman with generalized anxiety disorder and a history of benzodiazepine abuse is,zolpidem,flurazepam,clonazepam,buspirone,4
1aa17f15-858f-4157-b7d2-7f52882525c3,"All are stages of death, except:",Denial,Anger,Bargaining,Agitation,4
9e38e28c-70e7-4945-9004-f12cbda3eeaa,Reversible monoamine oxidase inbitors (MAOIs) are:,Nicorandil,Selegiline,Moclobemide,Fluphenazine,3
1eeadb07-0982-45a4-8a0f-47c9181d4306,Which of the following medical conditions can present with Depression?,Hypothyroidism,Cushing syndrome,Addison's disease,All of the above,4
edc0d4e2-aa46-4b37-bb4d-76be40430444,What is Agoraphobia ?,Fear of heights,Fear of closed spaces,Fear of open space,Fear of dogs,3
9041a5a1-8ee0-4d65-90f4-577b9b8432db,Alpha waves in EEG represent ?,Eye closed with active mind,"Eye open, fully awake and ale",Deep sleep,,1
1ad5c5d6-7e55-4732-b2d3-bce2e7fc7eeb,"A young lady is present with history of repeated episodes of overeating followed by purging using laxatives, she is probably suffering from",Bulimia nervosa,Schizophrenia,Anorexia nervosa,Benign eating disorders,1
73459d57-9156-49f8-8a57-f8b70eaec495,Stimulant drug is given to child for the treatment of,Conduct disorder,Speech developmental disorder,Pervasive disorder,ADHD,4
423e6a9e-f87c-4e18-aeea-495921755f0a,The following is a feature of Korsakoff's psychosis:,Confabulation,Encephalopathy,Ophthalmoplegia,Hallucination,1
a84b7856-0197-4002-9944-31f3cdb8f6ca,Differential diagnosis of premenstrual tension includes all of the following except:,Psychiatric depressive disorder.,Panic disorder.,Generalized anxiety disorder.,Chronic fatigue syndrome.,4
7480ac15-2301-4307-a575-35a1de046cf4,Regarding Rett's syndrome false is,Microcephaly at birth,X - linked,Poor social interaction,Stereotypical hand movements,1
d0809a51-5be6-4db8-b2da-a475dd0e962c,Clouding of consciousness is seen in:,Dementia,Delirium,Schizophrenia,Depression,2
db82a20c-ea92-4159-a43d-bd56b4ce5c93,Difference between neurosis and psychosis is,Severity,Insight,Clinical features,Duration,2
2a54f7c3-f1ec-4503-88c1-7f5c7a957b81,Sec. 377 IPC deals with: AIIMS 09,Rape,Adultery,Sadism,Sodomy,4
91294bdb-cf06-4081-bee8-07faba243bce,Which of the following is a non - selective MAO inhibitor?,Moclobemide,Rasagiline,Selegiline,Isocarboxazid,4
cc95e21b-ff66-446d-871e-04f0ad29f0ca,FALSE for delusions. September 2003,Held with absolute conviction,Usually false,Not amenable to reasoning,Shared by those of a common social background,4
a370c2df-4471-426e-aa46-b8f74c46a215,Which of the following is seen in mania:September 2011,Low activity,Over activity,Normal activity,None of the above,2
dfa32a23-8ad0-4993-89e4-da5b8037715f,What is the code given to psychiatric diseases in ICD 10,E,F,P,G,2
ddd82448-9a8a-4406-9b54-4a8db0c90a97,A/E are true regarding Alzheimer's disease.,Gradually progressive,Abrupt onset acute exacerbation,Episodic memory,All,2
cc9bcdf3-2dcb-4371-9b0f-d3fca5f9b9d2,Cocaine abuse is much similar to which abuse:WB 07,Cannabis,Nicotine,Heroin,Amphetamine,4
763fe5c3-3617-4b5f-ad77-1e7445fbe7db,Maximum score that can be obtained in MMSE is,13,30,47,55,2
51b0ec24-5a87-41a7-b7c9-9209b59c815b,Stroke is common in -,Mania,Depression,Bipolar disorder,Schizophrenia,4
3dafb890-ff4d-4be0-b353-37a95dfd3cac,Tourette syndrome is a type of -,Tic disorder,Mental retardation disorder,Seizure disorder,None of the above,1
09fb0573-5980-47d6-8d9d-9a2313673b52,A characteristic feature of schizoid personality is -,Conversion reaction,Not concerned with disease,Checks details of all things,Emotional coldness,4
3d8eb587-1ef4-4dc1-bbd2-794918cdeed8,A 60 year male is brought by his wife. He thinks that he had committed sins all through his life. He is very much depressed and has considered committing suicide but has not through hot do go about it. He had also attached sessions with a spiritual guru. He is not convinced by his wife that he has lead a pious life. He does not want to hear anything on the contrary. How will you treat him?,Antipsychotic + Anti depressant,Antidepressant with cognitive behavioural therapy,Guidance & recounselling with guru+Anti depressant,Anti depressant alone,1
cb313f74-a607-48e1-a19a-c887fa470545,Narcolepsy is due to abnormality in ?,Hypothalamus,Neocoex,Cerebellum,Medulla oblongata,1
baea121c-53c9-4bd2-964d-b7b730b5253f,which of the following is charecterstic of type D disorder,odd and excentric,self pessimism,reward dependent,acheivemnt oriented,2
6039080a-1c9c-4ffe-920d-ca4b9effcc67,True about Trichotillomania is,Irresistible desire to set fire,Irresistible desire to steal things,Associated with patchy hair loss,Pathological gambling,3
34822847-86a0-4a19-9587-0a8a1deaa24f,Depressive delusions that the world and everything related to it cease to exist is called:COMEDK 07; NIMHANS 11,Persecutory delusion,Delusion of infidelity,Nihilistic delusion,Delusion of reference,3
d4e08c55-382a-4d53-a682-48226b0d798f,"A patient was treated with amitriptyline for depression, developed urinary retention, constipation & blurring of vision. The most likely cause is -",Symptoms of depression persisting,Anticholinergic side effects,Depression medicamentosa,Any of above,2
6e5fff15-e6ed-48a4-a0c2-c7d04866bad2,Which of the following is not a neurotic defense mechanism?,Isolation,Regression,Reaction formation,Undoing,2
e605345e-4470-4db4-8cd1-b000dea608ce,A patient of schizophrenia treated for 5 years developed perioral movements. Likely diagnosis is -,Tardive dyskinesia,Muscular dystonia,Akathas i a,Malignant neurolept syndrome,1
ad88ac6e-89f0-49e6-b89c-4fb23124506c,"A person was addicted to alcohol for some 10 years. He got injured on his toe and wound was not healing. He was admitted to the hospital where he was on bed trying to catch some bugs on bed and described doctor as his brother. He also complains uncontrollable fear of being murdered, insomnia etc. Likely Diagnosis is: March 2013 (b)",Alcoholic seiqzures/rum fits,Korsakoff's psychosis,Delirium tremens,Alcoholic hallucinosis,3
4c65c26a-61f4-4d66-a6e2-49b8143053bc,A 15-year-old girl after a horrific road traffic accident had to stay in the hospital for 3 days. Since her discharge she developed a fear of travelling on the road. She often has had nightmares and disturbed sleep. She explained that she often feels like living the car accident repeatedly for 3 months. What is the likely condition?,Dissociative Accident Disorder,Specific Phobia,Post traumatic stress disorder,Somatoform Disorder,3
c62b7aa5-f418-460d-8633-d8efc94aa54d,MC hallucination in Schizphrenia is: March 2013 (h),Visual,Auditory,Olfactory,Tactile,2
c016d0a8-78e8-407e-a5d8-e734e105c962,"In patients of substance-abuse, drugs used are:",Naltrexone,Naloxone,Clonidine,All,4
c6281bb2-3be7-46a5-b412-8a80750e6a1e,General Adaptation Syndrome (GAS) is seen in-,Panic Attacks,Depression,Anxiety,Stressful Situations,4
44eada64-a5ff-4100-b54c-5bd967bfe971,Which of the following symptom is likely to be of organic origin?,Delusion of guilt,Auditory hallucinations,Formal thought disorder,Prominent visual hallucination,4
f6361722-4032-43e6-80f4-012b03ce9568,Unfamiliarity of familiar things is seen in :,Deja vu,Jamais vu,Deja entendu,Deja pence,2
0e22f3ca-a7cf-4804-8694-c64e39179ee1,Loading dose of diazepam for alcohol withdrawal is?,80mg,50mg,40mg,20mg,4
bc4ffadb-6752-40dd-a72c-c4e0cdb5f11d,Fear of open spaces is: NIMHANS 07; Kerala 11,Agoraphobia,Acrophobia,Claustrophobia,Algophobia,1
d0c333bf-2825-4353-a547-2f9e0414c480,Nihilistic delusions are?,False feeling of remorse of guilt,False belief about severe medical illness,False belief that world is about to end,False belief that one is infested with small but visible organisms,3
df18bf51-c52c-49e3-a552-198336bd2417,"Dissociative disorders are
(A)Multiple person
(B)Fugue
(C)Hypochondriasis
(D)Obsession
(E)Borderline personality'disorder",BC,CA,AB,DA,3
e6353d52-b2e2-42e6-ba15-a3d98e28260e,Not a feature of mania,Elation,Disorientation,Pressure of speech,Delusion of grandeur,2
5f2f5c91-48a2-4dea-a25e-d13743b46570,All of the following are seen in anxiety except:,Decreased sweating,Hyperventilation,Cold extremities,Palpitations,1
cdd9fab3-00ba-4a22-b913-8cd833e94c96,Which of the following is given to a patient who is planned for ECT: September 2003,Diazepam,Phenytoin,Muscle relaxant,Barbiturate,3
d74338c4-80e9-4798-8c47-198c7b72da09,Alcoholic blackouts are seen at which dose of alcohol intoxication?,20-30 mg/dl,30-80 mg/dl,80-200 mg/dl,200-300 mg/dl,4
8107d46c-15ae-4bae-bf91-46b1b97ed735,Which of the following is not a cognitive error/dysfunction:,Catastrophic thinking,Arbitrary inference,Overgeneralization,Thought block,4
dde5a49c-72ce-469a-87cf-1759e6297fa2,All of the following drugs are used in Bipolar mood disorder except,Sodium valproate,Oxcarbazine,Pregabaline,Lamotrigine,3
9a211f7c-3938-4c98-ae77-65d9eb285bfd,All of the following are indications for Electroconvulsive therapy except,Depression with suicidal tendencies,Residual schizophrenia,Catatonia,Psychotic depression,2
c89f30e8-d719-4117-9899-d6c14401ac4d,Sleep pattern in > 50 years all EXCEPT,High REM,Low latency of REM,Less duration of sleep,Experience earlier wake times,1
67af5f9f-3253-4a9d-b592-c239721356e1,Diagnostic criteria for drug dependence includes all except -,Tolerance,Withdrawal symptoms,Early completion of tasks,Larger dose than usual,3
7da2b8e9-d06b-43e1-b197-58b3d6e31622,Self mutilation is a feature of?,Von-Gogh syndrome,Catatonic schizophrenia,Paranoid schizophrenia,pfropfschizophrenia,1
f6cb8d18-709d-46c5-9760-43ecd0fa605b,"Which of the following types of OCD, responds poorly to Exposure and response prevention (ERP), and has poor prognosis-",Contamination,Pathological doubts,Hoarding disorder,Magical thinking,3
c6b2a296-9253-4903-b67b-a0eaa1a03df1,A young person presents with self mutilating behaviour and impulsivity. What is he most likely suffering from?,Dependent personality disorder,Borderline personality disorder,Adjustment disorder,Paranoid personality disorder,2
e2d7d074-fc4b-4ba3-9cb1-558249cc60f3,Naltrexone is used in opioid addiction because:,To treat withdrawal symptoms,To treat overdose of opioids and prevent respiratory depression,To prevent relapse in highly motivated patients,Has addiction potential; used for detoxification of opioid,3
97dbcedb-dc20-43f8-97f8-712713a31240,Drug of choice for Obscessive Compulsive Disorder,Imipramine,Flouxetine,Nor tryptiline,Clomipramine,2
aff68962-320a-490f-9336-6ff2178e2fc3,Bleuler's Critaria for Schzophrenia includes all except ?,Ambivalence,Loosening of association,Automatism,Inappropriate Affect,3
793b8262-0ee9-45a4-9a8a-2011c723b8e1,False regarding childhood autism is:,Isolated area of talent may be remarkable developed',Parental attitude and behavior do not attribute to it,Emergence of speech and social smile is often delayed,It represents a type of childhood neurotic disorder,4
1b0b2cef-035e-4cad-816f-9c89a433d214,One of the following is a reversible cause of dementia -,Toxic dementia,Alzheimer's ds.,Multi-infarct dementia,Pick ds.,1
cdbfb887-d897-43b8-86df-d21d3543c82b,Tricyclic antidepressant are contraindicated in:,Glaucoma,Brain tumor,Bronchial asthma,Hypeension,1
e33bcaa4-30cb-425f-9a73-d0001e301b9c,Most common type of delusion is :,Delusion of reference,Paranoid delusion,Delusion of guilt,Delusion of persecution,4
d588d3be-8e1c-436a-9a73-f01e2701ae0e,Post - traumatic stress disorder is characterized by all except :,Flash back and night mare,Severe traumatic injury,Re - experiencing stressful events,It doesn’t develop after 6 months of stress,4
e12cd6e4-8b01-47fa-89d7-265c244db3bf,"A 9 year old child disturbs other people, is destructive, interferes when two people are talking, does not follow instructions and cannot wait for his turn while playing a game. He is likely to be suffering from:",Emotional disorders,Behavioral problems,No disorder,Attention deficit hyperactivity disorder,4
bd045cd0-a964-482a-b31a-27b7a99bc699,A 60-year-old man whose wife passed away 3 months back now believes his intestines have rotten away and that he is responsible for the death of his wife and should be sent to prison. Likely diagnosis is,Delusional disorder,Psychotic depression,Grief psychosis,Schizophrenia,2
0a79350f-c0a3-46df-873a-aa5c3f79f521,All are used in treatment of nocturnal eneuresis except ?,Imipramine,Alarm setup,Voiding of urine before sleeping,Maintainence of calendar of day night wetting,4
f9e0dd56-435f-4f22-aae9-ee8dea11f162,Binge eating disorder is characterized by ?,Normal weight,Weight loss,Obesity,Self induced vomiting,3
de874280-49f2-4d12-b296-24d33f078fa6,"Smack is the ""common"" name for -",Heroin,Cocaine,Opium,,1
49cb03f4-f163-4cba-ba42-e4f36e1a9d61,Which of the following is not true about imbecile mentally retarded patients?,They need help for doing their daily activities and manage their affairs,It can be congenital or acquired at times,IQ is between 50-60,They have mental development equivalent to that of 3-4 yrs of age children,3
ebb4c43c-cc21-4514-9168-da9878fd7481,Antipsychotic drug with least extra pyramidal symptoms -,Pimozide,Thioridazone,Clozapine,Flupromazine,3
e56396fe-e273-4c05-b4d3-4dbe77d30da9,A patient on alcohol dependence was given a drug & to avoid alcohol as drug interaction would lead to adverse drug reaction ?,Disulfiram,Acamprosate,Naloxone,Nalterxone,1
3cded425-19e1-4c4d-9ad8-5d17c87a23c5,which of these is a charecterstic of type A personality,competitive,dependent,suspisous,odd and excentric,1
cafb806f-3b4b-4bcb-9fa1-9f72948711f2,A patient seen a rope and fears like a snake. It is called:,Husion,Hallucination,Delusion,Depresonalization,1
312d1060-29c3-4274-b6cf-917ae47e2774,Which of the following features is not included in psychosis,Panic attack,Delusion,Hallucination,Hypochondriasis,1
1d658874-6067-451b-a641-a8addb82d18e,"The DSM IV classification of psychiatric disorder as proposed by American Psychiatry Association classifies and helps in diagnosing a patient on multiple axes. Of these, axis V represents the degree of :",Present state of symptoms,Coinorbid medical condition,Global assessment of function,Comorbid psychological problem,3
c5df09ee-464a-4e53-9dc6-ba544a08cd1b,"An 8 year old child after tonsillectomy sees a bear in her room. She screams in fright. A nurse who rushes in switches on the light, finds a rug wrapped on an armchair. She pacifies the child. What the child experienced was a:",Delusion,Illusion,Hallucination,None of the above,2
2ba5edc6-ea00-4b25-a138-5d24efbd0788,Hallucinations are,Feeling of familiarity with unfamiliar thing,Alteration of perception of one reality,Misinterpretation of stimuli,Perception occurring without external stimulation,4
2b851fef-01ed-4250-87cc-a17e8d56e3b5,Drug of choice for prophylaxis of Mania is,Diazepam,Lithium,Haloperidol,Fluoxetin,2
23c1e7d1-8767-475b-ae5a-c6c9f67089e3,A 41 year old woman presented with a history of aches and pains all over the body and generalized weakness for four years. She cannot sleep because of the illness and has lost her appetite as well. She has lack of interest in work and doesn't like to meet friends and relatives. She denies feelings of sadness. Her most likely diagnosis is:,Somatoform pain disorder,Major depression,Somatization disorder,Dissociative,2
0d840153-aeed-404a-bd79-2d301f0538b2,With regard to anorexia nervosa the following is true except -,More common in females,Self induced vomiting,Menorrhagia,Significant weight loss,3
6e7eeb93-133d-4e8c-921d-82ce679afce8,An IQ between 50 & 70 would be classified as what kind mental retardation -,Mild,Moderate,Severe,Borderline,1
f3d708f4-f17b-4ae3-b3f0-2a4089a1a056,which of the following SARI causes hepatotoxicity,seraline,fluoxetine,nefazadone,amitriptiilline,3
360a4201-8741-4f2d-b6ec-b0f017081b32,Reversible cause of dementia,Hypothyroidism,Alzheimer's disease,,Vitamin A deficieny,1
035752fb-dc98-4431-b537-ef98f1df44bb,True about narcolepsy:,Sleep sudden,Presents in Ilnd decade,Cataplexy,All,4
a0529955-5993-4763-a3a3-04b47a8fede3,Illusion is a disorder of ?,Thought,Perception,Affect,Emotion,2
9f0b345a-fdab-42a4-b3ef-b3adab9736b3,"A reduction in the CSF 5-HIAA (Hydroxyindoleacetic Acid) is associated with all the following, EXCEPT:",Suicide,OCD,Depression,Violence,2
7639f372-8ded-4804-8485-d1728c1b9f35,Most common presentation of obsessive compulsive disorder in adult is,Symmetry,Sexual thoughts,Pathological doubt,Aggression,3
41615fb6-dd78-43be-96df-ec3200037422,Hypochondriasis is?,Preoccupation with fear of a serious illness,Preoccupation with multiple symptoms,Maintaining sick role,Intentional production of false or exaggerated physical symptoms,1
31f1beec-335f-4460-a4e9-a96325597eef,Which of the following antidepressants is least likely to have sexual side-effects?,Amitriptyline,Miazapine,Fluoxetine,Venlafaxine,2
d4ad2f3d-d5ce-491b-bf43-63d09d88d478,"All of the following psychotropic drugs have abuse liability, EXCEPT:",Methylphenidate,Buprenorphine,Dextro-propoxyphene,Escitalopram,4
deb74ef6-3df1-478b-ae27-cd8cfe817520,"A 30 year old unmarried woman from a low socioeconomic status family believes that a rich boy staying in her neighbourhood is in deep love with her. The boy clearly denies his love towards this lady. Still the lady insists that his denial is a secret affirmation of his love towards her. She makes desperate attempts to meet the boy despite resistance from her family. She also develops sadness at times when her effo to meet the boy does not materialize. She is able to maintain her daily routine. She however, remains preoccupied with the thoughts of this boy. She is likely to be suffering from :",Delusional disorder,Depression,Mania,Schizophrenia,1
be651be5-430f-43a3-9c6c-4070a2340c09,Pathognomonic of maniac episode is,Elevated mood,Grandiosity,Decreased appetite,Increased sleep,2
491722f2-e232-4614-a39b-2798fa6a599c,Bruxism is -,Walking during sleep,Nocturnal enuresis,Grinding of teeth during sleep,Sleep apnoea,3
0dadf366-e742-486b-9acb-aec037617a1a,All are required to diagnose major depression except ?,Depressed mood,Isomnia,Nihlistic ideas,Decreased concentration,3
79d28b95-ae72-41e5-a256-d76ecbf3c920,The erectile disorder in males is more specifically treated with which of the following agent ?,Sildenafil,Diazepam,Fluxetine,Zolpidem,1
e6252ce5-6cf4-4496-a7c3-4ebfb38c4c15,White-coat hypeension is an example of :,the unconditioned stimulus,the unconditioned response,the conditioned stimulus,the conditioned response,4
eae33c56-9639-4fdf-8334-4511aba87ca5,ECT is useful in,Mania (Acute),Chronic Schizophrenia,Acute Depression,Pannic Disorder,3
5b475260-3721-4f1c-a999-64cf29d3b52f,Withdrawal of which of the following causes piloerection,Morphine,Cannabis,Smoking,Alcohol,1
186f2996-7e1f-4850-b1f8-aa8b7efb4359,A patient of schizophrenia treated for 5 years developed perioral movements. Likely diagnosis is:,Tardive dyskinesia,Muscular dystonia,Akathisia,Malignant neuroleptic syndrome,1
d40672f9-8619-4cec-b45a-369a6d01ae4f,"In an uncomplicated case of alcohol withdrawal, the drug which can be given safely is",Benzodiazepines,Clonidine,Morphine,Disulfiram,1
1586c80e-f05f-4712-b337-5d6ed0def95a,Depression patients in developing countries most prominently show which of the following feature?,Low mood,Sleep disturbance,Vague body aches,Suicidal tendancy,3
40f1097e-c6b1-4bf4-810b-f599041c802e,Schizoid personality disorder all are seen except?,Aloof & detached,Prone to fantasy,Suspicious,Introspective,3
84d28ff6-e033-4ca3-80aa-5425bbc65fbe,Which of the following is a shoest acting benzodiazepine: September 2005,Diazepam,Lorezepam,Midazolam,Alprazolam,3
e1d97db2-2ff1-43ca-a0f8-1a27a33bf363,Best therapy suited to teach daily life skill to a mentally challenged child :,CBT (Cognitive Behavior therapy),Contingency,Cognitive reconstruction,Self instruction,2
c85be7db-00a2-4050-8701-d75f9946e988,Capgras syndrome is -,Sharing of delusion,Delusion of double,Erotomania,Hypochondriacal delusions,2
ebeae449-4bdc-489e-a470-7b75ef9a160e,Opiate withdrawal is treated with -,CPZ,Nalorphine,Pethidine,Methadone,4
5c7d2576-7668-43db-8dbd-f96fd80d147a,"Classical triad of global confusion, ataxia and ophthalmoplegia is seen in ?",Alzheimer's disease,Delerium tremors,Wernicke's encephalopathy,Korsakoff psychosis,3
8cdddd78-3310-4e4f-bd97-be2402e87822,Which of the following is true regarding treatment of tremors?,Diazepam is helpful in reducing,Haloperidol is used to reduce tremors in parkinsonism,Phenytoin induced tremors are cured after withdrawal,Commonly seen with beta blockers,1
cb11d298-0242-41b5-882f-43481207e514,Immediate memory is tested by:-,Digit span forward,Digit span backward,Subtraction test 20-1,Subtraction test 100-7,1
2e83d85d-6c49-4365-b0df-6e8f6d25c562,A commonest psychological feature of AIDS -,Depression,Mania,Suicidal tendency,,1
390b7080-00f0-4832-93b8-29a22f551d2d,All are defence mechanisms for ego except,Projection,Conversion,Reaction formation,Transference,4
937fa8f5-b811-4d9e-8280-e9ce01c8b6d6,Halstead Reitan battery involves all except:,Finger oscillation,Constructional praxis,Rhytm,Tactual performance,2
b2058c7d-11f7-45b6-b3ee-7921aca2fccc,Which type of Schizophrenia carries the best prognosis,Simple,Catatonic,Hebephrenic,Paranoid,2
81282d74-b35d-4f6d-b07c-9fab0de3dbb1,"A 25 year old female presents with 2 year history of repetitive, irresistible thoughts of contamination with di associated with repetitive hand washing. She repos these thoughts to be her own and distressing, but is not able to overcome them along with medications. She is most likely to benefit from which of the following therapies?",Sensate focusing,Asseiveness training,Systematic desensitization,Exposure and response prevention,4
90c0ad42-5672-4f24-ac4e-504cf8c2a724,Sleep pattern seen in mania is,Hypersomnia,Insomnia,Decreased need for sleep,Somnambuslism,3
730cddae-e53e-4c7f-91d6-da96768e54f7,New name of mental retardation according to American Association of Mental Retardation is,Feeble Mindedness,Subnormal intelligence,Intellectual disability,Mentally unstable,3
ea07a2a6-bf49-4d3c-8cdd-e0e94d4ab80c,"A young lady was admitted after taking overdose of diazepam after broken affair, she has history of slitting her wrist previously. Most likely diagnosis:",Narcisstic personality disorder,Dependent personality disorder,Borderline personality disorder,Histrionic personality disorder,3
748b0adb-b662-449c-abd6-34be14f70dde,"A 30 year old lady c/o sudden onset breathlessness, anxiety, palpitation & feeling of impending doom. Physical examination is normal. What is the diagnosis:",Panic attack,Anxiety disorder,Conversion disorder,Acute psychosis,1
c432dc98-a9a8-4885-8119-ea5673a3c155,All are cluster A personality disorders except ?,Paranoid,Borderline,Schizoid,Schizotypal,2
4aa6b7b7-99f7-43c3-b7d7-4fa76a5b1658,The antisocial disorder is characterized by,Excessive sensitivity to suspiciousness,"Emotional coldness, lack of pressure","Unconcern for feeling for others, disregard for social norms","Self dramatization, exaggerated expression of emotions",3
14704711-902e-4dd7-8084-7fd940cf59a9,"""Magical thinking"" is characteristically seen in",Shizophrenia,Obsessive Compulsive Disorder,Schizotypal personality,Anxiety disorder,3
db99db43-60b6-4799-a44a-aa428c2584cc,"A lady while driving a car meet with an accident. She was admitted in an ICU for 6 months. After being discharged, she often gets up in night and feels terrified and has fear to sit in car again. The diagnosis is:",Panne Attack,Phobia,Conversion Disorder,Conversion Disorder,4
3fa7fd66-623a-4722-8412-b87384831dfd,"A child 10 yrs old present with hyperactivity, in attention. Parents are extremely worried, what would you say to the parents?",Normal behavior,Behavioral problem and behavior therapy,Serious problem and medical therapy,Change in environment,3
cab508b4-4f8a-45ac-a210-5dad42148bb2,Behaviour therapy to change maladaptive behaviour using response as reinforcer uses the principles of:,Classical conditioning,Modeling,Social learning,Operant conditioning,4
234a096f-048f-4565-b73c-17df6510ddbf,Not a selective serotonin reuptake inhibitor:,Flouxetine,Fluvoxamine,Buspirone,Citalopram,3
2d49c22a-b4dd-47a6-b5c4-af3fd052bcf7,"Male with symptoms mimicking hea disease with normal ECG and X-ray, the diagnosis is",Angina Pectoris,Panic attack,ANS instability,Vasovagal attack,2
1fb4d597-8906-45b2-89e9-f586da6fae63,SSRI is first line treatment for :,OCD,Panic disorder,Social phobia,All,4
e38b373b-268f-4ada-85df-a312a4e9426f,A patient comes in stuporous condition. Patient's parents give history of patient being continually sad and suicidal attempts and not eating and sleeping for most of the time. The treatment is:,ECT,Antidepressant,Antipsychotic,Sedative,1
c4e9b7b0-6086-4ccf-94f7-96b80d06e74c,Eugene Bleuler's four 'A' of schizophrenia are all except-,Autism,Affect,Anhedonia,Association,3
adf5249f-6eeb-4bbd-b2b6-5e991048062a,Irresistible urge to drink alcohol is called?,Kleptomania,Pyromania,Dipsomania,Trichotillomania,3
c93baff2-9ab9-4a76-b38a-d2311630df7b,Life span of Sigmund Freud was,1856-39 and he passed most of his life in Austria,1859-36 and he passed most of his life in Austria,1859-36 and he passed most of his life in Grmany,1859-36 and he passed most of his life in France,1
50deb372-9d24-4c12-a2ab-846ed0728099,“Bad-trip” is associated with,Bhang,Ganja,LSD,Cocaine,3
d7a04660-6f48-4926-85d6-17df578e390c,Black patch delirium is seen in,Dart skinned individuals,Patients with malignant melanoma,Patients with 3 degree burns,Post cataract surgery patient,4
369b1017-2122-449d-bc98-c1ad1ad65d05,Sign in mental status assessment suggestive of MANIA?,Neologism,Perseverance,Flights of ideas,Echolalia,3
8e20e042-da1f-44e5-bcd2-bebd2d33c22c,The aminoacid derived neurotransmitter used for treating depression is ?,Serotonine,Histamine,acetylcholine,none,1
